Variety,Year,Site,County,Region,Yield
WESTMINSTER,2013,East Saltoun,East Lothian,North,6.54
WAGGON,2013,East Saltoun,East Lothian,North,6.97
BELGRAVIA,2013,East Saltoun,East Lothian,North,6.65
GARNER,2013,East Saltoun,East Lothian,North,7.22
SHUFFLE,2013,East Saltoun,East Lothian,North,6.98
MOONSHINE,2013,East Saltoun,East Lothian,North,6.73
OVERTURE,2013,East Saltoun,East Lothian,North,7.38
CHRONICLE,2013,East Saltoun,East Lothian,North,7.18
ODYSSEY,2013,East Saltoun,East Lothian,North,7.16
TESLA,2013,East Saltoun,East Lothian,North,7.12
MONTOYA,2013,East Saltoun,East Lothian,North,7.25
CROONER,2013,East Saltoun,East Lothian,North,7.14
RHYNCOSTAR,2013,East Saltoun,East Lothian,North,7.6
KELIM,2013,East Saltoun,East Lothian,North,7.09
GLASSEL,2013,East Saltoun,East Lothian,North,6.76
KWS_ORPHELIA,2013,East Saltoun,East Lothian,North,7.29
NATASIA,2013,East Saltoun,East Lothian,North,7.14
RENAISSANCE,2013,East Saltoun,East Lothian,North,7.17
KWS_IRINA,2013,East Saltoun,East Lothian,North,7.35
KWS_AURELIA,2013,East Saltoun,East Lothian,North,7.44
KERSTIN,2013,East Saltoun,East Lothian,North,7.03
MARY,2013,East Saltoun,East Lothian,North,7.3
MALT_JAGGER,2013,East Saltoun,East Lothian,North,7.4
HACKER,2013,East Saltoun,East Lothian,North,6.71
ARTISAN,2013,East Saltoun,East Lothian,North,7.24
MELIUS,2013,East Saltoun,East Lothian,North,6.88
SHADA,2013,East Saltoun,East Lothian,North,7.58
ALVESTON,2013,East Saltoun,East Lothian,North,6.95
SHALOO,2013,East Saltoun,East Lothian,North,7.38
OPTIC,2013,High Legh,Cheshire,West,8.86
NFC_TIPPLE,2013,High Legh,Cheshire,West,9.74
QUENCH,2013,High Legh,Cheshire,West,9.78
CONCERTO,2013,High Legh,Cheshire,West,8.62
PROPINO,2013,High Legh,Cheshire,West,9.99
WESTMINSTER,2013,High Legh,Cheshire,West,NA
WAGGON,2013,High Legh,Cheshire,West,9.7
BELGRAVIA,2013,High Legh,Cheshire,West,NA
GARNER,2013,High Legh,Cheshire,West,9.78
SHUFFLE,2013,High Legh,Cheshire,West,9.71
MOONSHINE,2013,High Legh,Cheshire,West,NA
OVERTURE,2013,High Legh,Cheshire,West,9.96
CHRONICLE,2013,High Legh,Cheshire,West,9.3
ODYSSEY,2013,High Legh,Cheshire,West,9.43
TESLA,2013,High Legh,Cheshire,West,9.45
MONTOYA,2013,High Legh,Cheshire,West,9.71
CROONER,2013,High Legh,Cheshire,West,9.51
RHYNCOSTAR,2013,High Legh,Cheshire,West,9.71
KELIM,2013,High Legh,Cheshire,West,9.6
GLASSEL,2013,High Legh,Cheshire,West,9.36
KWS_ORPHELIA,2013,High Legh,Cheshire,West,9.74
NATASIA,2013,High Legh,Cheshire,West,10.03
RENAISSANCE,2013,High Legh,Cheshire,West,9.44
KWS_IRINA,2013,High Legh,Cheshire,West,10.11
KWS_AURELIA,2013,High Legh,Cheshire,West,10.18
KERSTIN,2013,High Legh,Cheshire,West,9.94
MARY,2013,High Legh,Cheshire,West,9.28
MALT_JAGGER,2013,High Legh,Cheshire,West,9.53
HACKER,2013,High Legh,Cheshire,West,9.88
ARTISAN,2013,High Legh,Cheshire,West,10.02
MELIUS,2013,High Legh,Cheshire,West,9.51
SHADA,2013,High Legh,Cheshire,West,NA
ALVESTON,2013,High Legh,Cheshire,West,9.23
SHALOO,2013,High Legh,Cheshire,West,9.96
OPTIC,2013,Edgmond,Shropshire,West,6.14
NFC_TIPPLE,2013,Edgmond,Shropshire,West,6.01
QUENCH,2013,Edgmond,Shropshire,West,6
CONCERTO,2013,Edgmond,Shropshire,West,5.78
PROPINO,2013,Edgmond,Shropshire,West,6.59
WESTMINSTER,2013,Edgmond,Shropshire,West,NA
WAGGON,2013,Edgmond,Shropshire,West,5.94
BELGRAVIA,2013,Edgmond,Shropshire,West,NA
GARNER,2013,Edgmond,Shropshire,West,5.86
SHUFFLE,2013,Edgmond,Shropshire,West,6.21
MOONSHINE,2013,Edgmond,Shropshire,West,NA
OVERTURE,2013,Edgmond,Shropshire,West,7
CHRONICLE,2013,Edgmond,Shropshire,West,6.22
ODYSSEY,2013,Edgmond,Shropshire,West,5
TESLA,2013,Edgmond,Shropshire,West,6.15
MONTOYA,2013,Edgmond,Shropshire,West,5.65
CROONER,2013,Edgmond,Shropshire,West,5.46
RHYNCOSTAR,2013,Edgmond,Shropshire,West,5.48
KELIM,2013,Edgmond,Shropshire,West,6.37
GLASSEL,2013,Edgmond,Shropshire,West,6.29
KWS_ORPHELIA,2013,Edgmond,Shropshire,West,5.58
NATASIA,2013,Edgmond,Shropshire,West,6.36
RENAISSANCE,2013,Edgmond,Shropshire,West,5.92
KWS_IRINA,2013,Edgmond,Shropshire,West,6.61
KWS_AURELIA,2013,Edgmond,Shropshire,West,5.53
KERSTIN,2013,Edgmond,Shropshire,West,5.32
MARY,2013,Edgmond,Shropshire,West,5.83
MALT_JAGGER,2013,Edgmond,Shropshire,West,6.79
HACKER,2013,Edgmond,Shropshire,West,6.99
ARTISAN,2013,Edgmond,Shropshire,West,5.52
MELIUS,2013,Edgmond,Shropshire,West,6.03
SHADA,2013,Edgmond,Shropshire,West,5.97
ALVESTON,2013,Edgmond,Shropshire,West,5.93
SHALOO,2013,Edgmond,Shropshire,West,5.91
OPTIC,2013,Callow,Herefordshire,West,6.64
NFC_TIPPLE,2013,Callow,Herefordshire,West,7.28
QUENCH,2013,Callow,Herefordshire,West,7.66
CONCERTO,2013,Callow,Herefordshire,West,7.37
PROPINO,2013,Callow,Herefordshire,West,7.78
WESTMINSTER,2013,Callow,Herefordshire,West,6.92
WAGGON,2013,Callow,Herefordshire,West,7.69
BELGRAVIA,2013,Callow,Herefordshire,West,NA
GARNER,2013,Callow,Herefordshire,West,7.59
SHUFFLE,2013,Callow,Herefordshire,West,7.31
MOONSHINE,2013,Callow,Herefordshire,West,NA
OVERTURE,2013,Callow,Herefordshire,West,7.78
CHRONICLE,2013,Callow,Herefordshire,West,7.37
ODYSSEY,2013,Callow,Herefordshire,West,7.59
TESLA,2013,Callow,Herefordshire,West,7.83
MONTOYA,2013,Callow,Herefordshire,West,8.05
CROONER,2013,Callow,Herefordshire,West,7.54
RHYNCOSTAR,2013,Callow,Herefordshire,West,7.91
KELIM,2013,Callow,Herefordshire,West,7.49
GLASSEL,2013,Callow,Herefordshire,West,7.33
KWS_ORPHELIA,2013,Callow,Herefordshire,West,7.54
NATASIA,2013,Callow,Herefordshire,West,7.74
RENAISSANCE,2013,Callow,Herefordshire,West,7.35
KWS_IRINA,2013,Callow,Herefordshire,West,8.08
KWS_AURELIA,2013,Callow,Herefordshire,West,7.87
KERSTIN,2013,Callow,Herefordshire,West,7.56
MARY,2013,Callow,Herefordshire,West,7.68
MALT_JAGGER,2013,Callow,Herefordshire,West,7.69
HACKER,2013,Callow,Herefordshire,West,7.91
ARTISAN,2013,Callow,Herefordshire,West,7.5
MELIUS,2013,Callow,Herefordshire,West,7.82
SHADA,2013,Callow,Herefordshire,West,8.09
ALVESTON,2013,Callow,Herefordshire,West,7.56
SHALOO,2013,Callow,Herefordshire,West,7.91
OPTIC,2013,Kings Lynn,Norfolk,East,5.81
NFC_TIPPLE,2013,Kings Lynn,Norfolk,East,6.26
QUENCH,2013,Kings Lynn,Norfolk,East,6.55
CONCERTO,2013,Kings Lynn,Norfolk,East,6.55
PROPINO,2013,Kings Lynn,Norfolk,East,6.57
WESTMINSTER,2013,Kings Lynn,Norfolk,East,NA
WAGGON,2013,Kings Lynn,Norfolk,East,6.1
BELGRAVIA,2013,Kings Lynn,Norfolk,East,NA
GARNER,2013,Kings Lynn,Norfolk,East,6.45
SHUFFLE,2013,Kings Lynn,Norfolk,East,6.47
MOONSHINE,2013,Kings Lynn,Norfolk,East,NA
OVERTURE,2013,Kings Lynn,Norfolk,East,6.88
CHRONICLE,2013,Kings Lynn,Norfolk,East,6.54
ODYSSEY,2013,Kings Lynn,Norfolk,East,6.66
TESLA,2013,Kings Lynn,Norfolk,East,6.58
MONTOYA,2013,Kings Lynn,Norfolk,East,6.57
CROONER,2013,Kings Lynn,Norfolk,East,6.27
RHYNCOSTAR,2013,Kings Lynn,Norfolk,East,6.82
KELIM,2013,Kings Lynn,Norfolk,East,6.09
GLASSEL,2013,Kings Lynn,Norfolk,East,6.34
KWS_ORPHELIA,2013,Kings Lynn,Norfolk,East,6.71
NATASIA,2013,Kings Lynn,Norfolk,East,6.54
RENAISSANCE,2013,Kings Lynn,Norfolk,East,6.56
KWS_IRINA,2013,Kings Lynn,Norfolk,East,6.54
KWS_AURELIA,2013,Kings Lynn,Norfolk,East,6.66
KERSTIN,2013,Kings Lynn,Norfolk,East,6.43
MARY,2013,Kings Lynn,Norfolk,East,6.72
MALT_JAGGER,2013,Kings Lynn,Norfolk,East,6.57
HACKER,2013,Kings Lynn,Norfolk,East,6.42
ARTISAN,2013,Kings Lynn,Norfolk,East,7
MELIUS,2013,Kings Lynn,Norfolk,East,6.65
SHADA,2013,Kings Lynn,Norfolk,East,7.08
ALVESTON,2013,Kings Lynn,Norfolk,East,6.77
SHALOO,2013,Kings Lynn,Norfolk,East,6.49
OPTIC,2013,Wymondham,Norfolk,East,5.62
NFC_TIPPLE,2013,Wymondham,Norfolk,East,6.83
QUENCH,2013,Wymondham,Norfolk,East,6.98
CONCERTO,2013,Wymondham,Norfolk,East,6.26
PROPINO,2013,Wymondham,Norfolk,East,6.56
WESTMINSTER,2013,Wymondham,Norfolk,East,NA
WAGGON,2013,Wymondham,Norfolk,East,6.47
BELGRAVIA,2013,Wymondham,Norfolk,East,NA
GARNER,2013,Wymondham,Norfolk,East,7.07
SHUFFLE,2013,Wymondham,Norfolk,East,7.01
MOONSHINE,2013,Wymondham,Norfolk,East,NA
OVERTURE,2013,Wymondham,Norfolk,East,6.61
CHRONICLE,2013,Wymondham,Norfolk,East,6.81
ODYSSEY,2013,Wymondham,Norfolk,East,6.55
TESLA,2013,Wymondham,Norfolk,East,7.14
MONTOYA,2013,Wymondham,Norfolk,East,7.14
CROONER,2013,Wymondham,Norfolk,East,6.19
RHYNCOSTAR,2013,Wymondham,Norfolk,East,6.99
KELIM,2013,Wymondham,Norfolk,East,6.46
GLASSEL,2013,Wymondham,Norfolk,East,5.93
KWS_ORPHELIA,2013,Wymondham,Norfolk,East,6.6
NATASIA,2013,Wymondham,Norfolk,East,6.9
RENAISSANCE,2013,Wymondham,Norfolk,East,7.14
KWS_IRINA,2013,Wymondham,Norfolk,East,6.93
KWS_AURELIA,2013,Wymondham,Norfolk,East,6.63
KERSTIN,2013,Wymondham,Norfolk,East,6.69
MARY,2013,Wymondham,Norfolk,East,6.56
MALT_JAGGER,2013,Wymondham,Norfolk,East,6.91
HACKER,2013,Wymondham,Norfolk,East,6.64
ARTISAN,2013,Wymondham,Norfolk,East,6.25
MELIUS,2013,Wymondham,Norfolk,East,7.21
SHADA,2013,Wymondham,Norfolk,East,7.11
ALVESTON,2013,Wymondham,Norfolk,East,6.57
SHALOO,2013,Wymondham,Norfolk,East,6.84
OPTIC,2013,Ballywalter,Down,West,6.77
NFC_TIPPLE,2013,Ballywalter,Down,West,7.32
QUENCH,2013,Ballywalter,Down,West,7.69
CONCERTO,2013,Ballywalter,Down,West,7.31
PROPINO,2013,Ballywalter,Down,West,7.8
WESTMINSTER,2013,Ballywalter,Down,West,NA
WAGGON,2013,Ballywalter,Down,West,7.35
BELGRAVIA,2013,Ballywalter,Down,West,NA
GARNER,2013,Ballywalter,Down,West,7.46
SHUFFLE,2013,Ballywalter,Down,West,6.74
MOONSHINE,2013,Ballywalter,Down,West,NA
OVERTURE,2013,Ballywalter,Down,West,7.04
CHRONICLE,2013,Ballywalter,Down,West,7.53
ODYSSEY,2013,Ballywalter,Down,West,6.8
TESLA,2013,Ballywalter,Down,West,7.44
MONTOYA,2013,Ballywalter,Down,West,7.69
CROONER,2013,Ballywalter,Down,West,7.33
RHYNCOSTAR,2013,Ballywalter,Down,West,7.33
KELIM,2013,Ballywalter,Down,West,6.95
GLASSEL,2013,Ballywalter,Down,West,7.14
KWS_ORPHELIA,2013,Ballywalter,Down,West,7.22
NATASIA,2013,Ballywalter,Down,West,7.2
RENAISSANCE,2013,Ballywalter,Down,West,7.46
KWS_IRINA,2013,Ballywalter,Down,West,7.18
KWS_AURELIA,2013,Ballywalter,Down,West,7.76
KERSTIN,2013,Ballywalter,Down,West,7.29
MARY,2013,Ballywalter,Down,West,8.2
MALT_JAGGER,2013,Ballywalter,Down,West,6.96
HACKER,2013,Ballywalter,Down,West,7.24
ARTISAN,2013,Ballywalter,Down,West,7.98
MELIUS,2013,Ballywalter,Down,West,6.87
SHADA,2013,Ballywalter,Down,West,7.54
ALVESTON,2013,Ballywalter,Down,West,7.02
SHALOO,2013,Ballywalter,Down,West,7.74
OPTIC,2013,Strabane,Tyrone,West,5.04
NFC_TIPPLE,2013,Strabane,Tyrone,West,5.85
QUENCH,2013,Strabane,Tyrone,West,6.19
CONCERTO,2013,Strabane,Tyrone,West,6
PROPINO,2013,Strabane,Tyrone,West,6.18
WESTMINSTER,2013,Strabane,Tyrone,West,5.85
WAGGON,2013,Strabane,Tyrone,West,5.99
BELGRAVIA,2013,Strabane,Tyrone,West,NA
GARNER,2013,Strabane,Tyrone,West,6.42
SHUFFLE,2013,Strabane,Tyrone,West,6.25
MOONSHINE,2013,Strabane,Tyrone,West,NA
OVERTURE,2013,Strabane,Tyrone,West,5.82
CHRONICLE,2013,Strabane,Tyrone,West,5.66
ODYSSEY,2013,Strabane,Tyrone,West,6
TESLA,2013,Strabane,Tyrone,West,6.25
MONTOYA,2013,Strabane,Tyrone,West,6.1
CROONER,2013,Strabane,Tyrone,West,5.9
RHYNCOSTAR,2013,Strabane,Tyrone,West,6.27
KELIM,2013,Strabane,Tyrone,West,6.45
GLASSEL,2013,Strabane,Tyrone,West,6.04
KWS_ORPHELIA,2013,Strabane,Tyrone,West,6.1
NATASIA,2013,Strabane,Tyrone,West,6.41
RENAISSANCE,2013,Strabane,Tyrone,West,6.09
KWS_IRINA,2013,Strabane,Tyrone,West,6.39
KWS_AURELIA,2013,Strabane,Tyrone,West,6.16
KERSTIN,2013,Strabane,Tyrone,West,6.52
MARY,2013,Strabane,Tyrone,West,6.07
MALT_JAGGER,2013,Strabane,Tyrone,West,5.9
HACKER,2013,Strabane,Tyrone,West,6.3
ARTISAN,2013,Strabane,Tyrone,West,5.53
MELIUS,2013,Strabane,Tyrone,West,6.13
SHADA,2013,Strabane,Tyrone,West,6.74
ALVESTON,2013,Strabane,Tyrone,West,5.94
SHALOO,2013,Strabane,Tyrone,West,6.04
OPTIC,2013,Coaltown of Balgonie,Fife,North,7.29
NFC_TIPPLE,2013,Coaltown of Balgonie,Fife,North,7.18
QUENCH,2013,Coaltown of Balgonie,Fife,North,7.02
CONCERTO,2013,Coaltown of Balgonie,Fife,North,7.16
PROPINO,2013,Coaltown of Balgonie,Fife,North,7.47
WESTMINSTER,2013,Coaltown of Balgonie,Fife,North,NA
WAGGON,2013,Coaltown of Balgonie,Fife,North,7.71
BELGRAVIA,2013,Coaltown of Balgonie,Fife,North,7.24
GARNER,2013,Coaltown of Balgonie,Fife,North,7.53
SHUFFLE,2013,Coaltown of Balgonie,Fife,North,7.32
MOONSHINE,2013,Coaltown of Balgonie,Fife,North,7.45
OVERTURE,2013,Coaltown of Balgonie,Fife,North,7.27
CHRONICLE,2013,Coaltown of Balgonie,Fife,North,7.22
ODYSSEY,2013,Coaltown of Balgonie,Fife,North,7.4
TESLA,2013,Coaltown of Balgonie,Fife,North,7.44
MONTOYA,2013,Coaltown of Balgonie,Fife,North,7.43
CROONER,2013,Coaltown of Balgonie,Fife,North,7.32
RHYNCOSTAR,2013,Coaltown of Balgonie,Fife,North,7.55
KELIM,2013,Coaltown of Balgonie,Fife,North,7.94
GLASSEL,2013,Coaltown of Balgonie,Fife,North,7.38
KWS_ORPHELIA,2013,Coaltown of Balgonie,Fife,North,7.62
NATASIA,2013,Coaltown of Balgonie,Fife,North,7.66
RENAISSANCE,2013,Coaltown of Balgonie,Fife,North,7.5
KWS_IRINA,2013,Coaltown of Balgonie,Fife,North,7.8
KWS_AURELIA,2013,Coaltown of Balgonie,Fife,North,7.71
KERSTIN,2013,Coaltown of Balgonie,Fife,North,7.41
MARY,2013,Coaltown of Balgonie,Fife,North,7.7
MALT_JAGGER,2013,Coaltown of Balgonie,Fife,North,7.68
HACKER,2013,Coaltown of Balgonie,Fife,North,7.03
ARTISAN,2013,Coaltown of Balgonie,Fife,North,7.46
MELIUS,2013,Coaltown of Balgonie,Fife,North,7.28
SHADA,2013,Coaltown of Balgonie,Fife,North,7.5
ALVESTON,2013,Coaltown of Balgonie,Fife,North,7.52
SHALOO,2013,Coaltown of Balgonie,Fife,North,7.84
OPTIC,2013,Tain,Highland,North,7.6
NFC_TIPPLE,2013,Tain,Highland,North,7.52
QUENCH,2013,Tain,Highland,North,7.55
CONCERTO,2013,Tain,Highland,North,7.49
PROPINO,2013,Tain,Highland,North,7.57
WESTMINSTER,2013,Tain,Highland,North,NA
WAGGON,2013,Tain,Highland,North,7.13
BELGRAVIA,2013,Tain,Highland,North,7.29
GARNER,2013,Tain,Highland,North,7.35
SHUFFLE,2013,Tain,Highland,North,7.46
MOONSHINE,2013,Tain,Highland,North,7.62
OVERTURE,2013,Tain,Highland,North,7.5
CHRONICLE,2013,Tain,Highland,North,7.53
ODYSSEY,2013,Tain,Highland,North,7.46
TESLA,2013,Tain,Highland,North,7.64
MONTOYA,2013,Tain,Highland,North,8.11
CROONER,2013,Tain,Highland,North,7.88
RHYNCOSTAR,2013,Tain,Highland,North,8.01
KELIM,2013,Tain,Highland,North,7.81
GLASSEL,2013,Tain,Highland,North,7.85
KWS_ORPHELIA,2013,Tain,Highland,North,8.06
NATASIA,2013,Tain,Highland,North,7.8
RENAISSANCE,2013,Tain,Highland,North,7.56
KWS_IRINA,2013,Tain,Highland,North,8.12
KWS_AURELIA,2013,Tain,Highland,North,8.41
KERSTIN,2013,Tain,Highland,North,7.76
MARY,2013,Tain,Highland,North,7.7
MALT_JAGGER,2013,Tain,Highland,North,7.88
HACKER,2013,Tain,Highland,North,7.75
ARTISAN,2013,Tain,Highland,North,8.32
MELIUS,2013,Tain,Highland,North,7.75
SHADA,2013,Tain,Highland,North,8.11
ALVESTON,2013,Tain,Highland,North,7.5
SHALOO,2013,Tain,Highland,North,7.69
OPTIC,2013,Alkerton,Oxfordshire,West,5.58
NFC_TIPPLE,2013,Alkerton,Oxfordshire,West,6.27
QUENCH,2013,Alkerton,Oxfordshire,West,6.71
CONCERTO,2013,Alkerton,Oxfordshire,West,6.91
PROPINO,2013,Alkerton,Oxfordshire,West,7.46
WESTMINSTER,2013,Alkerton,Oxfordshire,West,NA
WAGGON,2013,Alkerton,Oxfordshire,West,6.9
BELGRAVIA,2013,Alkerton,Oxfordshire,West,NA
GARNER,2013,Alkerton,Oxfordshire,West,6.37
SHUFFLE,2013,Alkerton,Oxfordshire,West,7.31
MOONSHINE,2013,Alkerton,Oxfordshire,West,NA
OVERTURE,2013,Alkerton,Oxfordshire,West,7.03
CHRONICLE,2013,Alkerton,Oxfordshire,West,7.34
ODYSSEY,2013,Alkerton,Oxfordshire,West,6.79
TESLA,2013,Alkerton,Oxfordshire,West,6.9
MONTOYA,2013,Alkerton,Oxfordshire,West,6.78
CROONER,2013,Alkerton,Oxfordshire,West,6.35
RHYNCOSTAR,2013,Alkerton,Oxfordshire,West,7.41
KELIM,2013,Alkerton,Oxfordshire,West,6.52
GLASSEL,2013,Alkerton,Oxfordshire,West,7.13
KWS_ORPHELIA,2013,Alkerton,Oxfordshire,West,7.16
NATASIA,2013,Alkerton,Oxfordshire,West,6.91
RENAISSANCE,2013,Alkerton,Oxfordshire,West,7.39
KWS_IRINA,2013,Alkerton,Oxfordshire,West,7.25
KWS_AURELIA,2013,Alkerton,Oxfordshire,West,7.08
KERSTIN,2013,Alkerton,Oxfordshire,West,6.63
MARY,2013,Alkerton,Oxfordshire,West,6.87
MALT_JAGGER,2013,Alkerton,Oxfordshire,West,7.85
HACKER,2013,Alkerton,Oxfordshire,West,7.14
ARTISAN,2013,Alkerton,Oxfordshire,West,6.6
MELIUS,2013,Alkerton,Oxfordshire,West,7.33
SHADA,2013,Alkerton,Oxfordshire,West,7.6
ALVESTON,2013,Alkerton,Oxfordshire,West,7.2
SHALOO,2013,Alkerton,Oxfordshire,West,7.14
OPTIC,2013,Stockbridge,Hampshire,West,6.19
NFC_TIPPLE,2013,Stockbridge,Hampshire,West,6.91
QUENCH,2013,Stockbridge,Hampshire,West,6.91
CONCERTO,2013,Stockbridge,Hampshire,West,6.09
PROPINO,2013,Stockbridge,Hampshire,West,7.57
WESTMINSTER,2013,Stockbridge,Hampshire,West,5.85
WAGGON,2013,Stockbridge,Hampshire,West,7.08
BELGRAVIA,2013,Stockbridge,Hampshire,West,NA
GARNER,2013,Stockbridge,Hampshire,West,7.06
SHUFFLE,2013,Stockbridge,Hampshire,West,6.93
MOONSHINE,2013,Stockbridge,Hampshire,West,NA
OVERTURE,2013,Stockbridge,Hampshire,West,6.76
CHRONICLE,2013,Stockbridge,Hampshire,West,6.96
ODYSSEY,2013,Stockbridge,Hampshire,West,7.01
TESLA,2013,Stockbridge,Hampshire,West,7.03
MONTOYA,2013,Stockbridge,Hampshire,West,7.49
CROONER,2013,Stockbridge,Hampshire,West,7.24
RHYNCOSTAR,2013,Stockbridge,Hampshire,West,7.18
KELIM,2013,Stockbridge,Hampshire,West,6.67
GLASSEL,2013,Stockbridge,Hampshire,West,6.65
KWS_ORPHELIA,2013,Stockbridge,Hampshire,West,7.22
NATASIA,2013,Stockbridge,Hampshire,West,6.89
RENAISSANCE,2013,Stockbridge,Hampshire,West,7.18
KWS_IRINA,2013,Stockbridge,Hampshire,West,7.23
KWS_AURELIA,2013,Stockbridge,Hampshire,West,7.13
KERSTIN,2013,Stockbridge,Hampshire,West,7.07
MARY,2013,Stockbridge,Hampshire,West,7.14
MALT_JAGGER,2013,Stockbridge,Hampshire,West,7.47
HACKER,2013,Stockbridge,Hampshire,West,6.59
ARTISAN,2013,Stockbridge,Hampshire,West,6.87
MELIUS,2013,Stockbridge,Hampshire,West,6.96
SHADA,2013,Stockbridge,Hampshire,West,7.7
ALVESTON,2013,Stockbridge,Hampshire,West,7
SHALOO,2013,Stockbridge,Hampshire,West,7.53
OPTIC,2013,Horncastle,Lincolnshire,East,7.82
NFC_TIPPLE,2013,Horncastle,Lincolnshire,East,8.01
QUENCH,2013,Horncastle,Lincolnshire,East,8.24
CONCERTO,2013,Horncastle,Lincolnshire,East,8.11
PROPINO,2013,Horncastle,Lincolnshire,East,8.35
WESTMINSTER,2013,Horncastle,Lincolnshire,East,NA
WAGGON,2013,Horncastle,Lincolnshire,East,7.86
BELGRAVIA,2013,Horncastle,Lincolnshire,East,NA
GARNER,2013,Horncastle,Lincolnshire,East,8.06
SHUFFLE,2013,Horncastle,Lincolnshire,East,7.99
MOONSHINE,2013,Horncastle,Lincolnshire,East,NA
OVERTURE,2013,Horncastle,Lincolnshire,East,8.27
CHRONICLE,2013,Horncastle,Lincolnshire,East,8.06
ODYSSEY,2013,Horncastle,Lincolnshire,East,8.18
TESLA,2013,Horncastle,Lincolnshire,East,8.15
MONTOYA,2013,Horncastle,Lincolnshire,East,8.13
CROONER,2013,Horncastle,Lincolnshire,East,8.1
RHYNCOSTAR,2013,Horncastle,Lincolnshire,East,8.14
KELIM,2013,Horncastle,Lincolnshire,East,8.15
GLASSEL,2013,Horncastle,Lincolnshire,East,7.97
KWS_ORPHELIA,2013,Horncastle,Lincolnshire,East,8.2
NATASIA,2013,Horncastle,Lincolnshire,East,8.14
RENAISSANCE,2013,Horncastle,Lincolnshire,East,7.88
KWS_IRINA,2013,Horncastle,Lincolnshire,East,8.28
KWS_AURELIA,2013,Horncastle,Lincolnshire,East,8.11
KERSTIN,2013,Horncastle,Lincolnshire,East,8.16
MARY,2013,Horncastle,Lincolnshire,East,8.02
MALT_JAGGER,2013,Horncastle,Lincolnshire,East,8.26
HACKER,2013,Horncastle,Lincolnshire,East,8.2
ARTISAN,2013,Horncastle,Lincolnshire,East,7.9
MELIUS,2013,Horncastle,Lincolnshire,East,7.8
SHADA,2013,Horncastle,Lincolnshire,East,8.38
ALVESTON,2013,Horncastle,Lincolnshire,East,8.46
SHALOO,2013,Horncastle,Lincolnshire,East,8.12
OPTIC,2013,Lintrathen,Angus,North,7.66
NFC_TIPPLE,2013,Lintrathen,Angus,North,7.95
QUENCH,2013,Lintrathen,Angus,North,8.66
CONCERTO,2013,Lintrathen,Angus,North,7.76
PROPINO,2013,Lintrathen,Angus,North,8.43
WESTMINSTER,2013,Lintrathen,Angus,North,NA
WAGGON,2013,Lintrathen,Angus,North,8.31
BELGRAVIA,2013,Lintrathen,Angus,North,7.84
GARNER,2013,Lintrathen,Angus,North,8.21
SHUFFLE,2013,Lintrathen,Angus,North,8.38
MOONSHINE,2013,Lintrathen,Angus,North,8.31
OVERTURE,2013,Lintrathen,Angus,North,8.45
CHRONICLE,2013,Lintrathen,Angus,North,8.36
ODYSSEY,2013,Lintrathen,Angus,North,8.43
TESLA,2013,Lintrathen,Angus,North,8.57
MONTOYA,2013,Lintrathen,Angus,North,8.76
CROONER,2013,Lintrathen,Angus,North,8.74
RHYNCOSTAR,2013,Lintrathen,Angus,North,8.53
KELIM,2013,Lintrathen,Angus,North,8.93
GLASSEL,2013,Lintrathen,Angus,North,8.31
KWS_ORPHELIA,2013,Lintrathen,Angus,North,8.86
NATASIA,2013,Lintrathen,Angus,North,8.58
RENAISSANCE,2013,Lintrathen,Angus,North,8.44
KWS_IRINA,2013,Lintrathen,Angus,North,8.74
KWS_AURELIA,2013,Lintrathen,Angus,North,8.91
KERSTIN,2013,Lintrathen,Angus,North,8.3
MARY,2013,Lintrathen,Angus,North,8.51
MALT_JAGGER,2013,Lintrathen,Angus,North,8.28
HACKER,2013,Lintrathen,Angus,North,8.57
ARTISAN,2013,Lintrathen,Angus,North,7.82
MELIUS,2013,Lintrathen,Angus,North,8.31
SHADA,2013,Lintrathen,Angus,North,9.52
ALVESTON,2013,Lintrathen,Angus,North,8.56
SHALOO,2013,Lintrathen,Angus,North,9.02
OPTIC,2013,Laurencekirk,Aberdeenshire,North,6.79
NFC_TIPPLE,2013,Laurencekirk,Aberdeenshire,North,7.38
QUENCH,2013,Laurencekirk,Aberdeenshire,North,7.52
CONCERTO,2013,Laurencekirk,Aberdeenshire,North,7.03
PROPINO,2013,Laurencekirk,Aberdeenshire,North,7.55
WESTMINSTER,2013,Laurencekirk,Aberdeenshire,North,7.14
WAGGON,2013,Laurencekirk,Aberdeenshire,North,7.65
BELGRAVIA,2013,Laurencekirk,Aberdeenshire,North,7.39
GARNER,2013,Laurencekirk,Aberdeenshire,North,7.8
SHUFFLE,2013,Laurencekirk,Aberdeenshire,North,7.31
MOONSHINE,2013,Laurencekirk,Aberdeenshire,North,7.35
OVERTURE,2013,Laurencekirk,Aberdeenshire,North,7.76
CHRONICLE,2013,Laurencekirk,Aberdeenshire,North,7.85
ODYSSEY,2013,Laurencekirk,Aberdeenshire,North,7.44
TESLA,2013,Laurencekirk,Aberdeenshire,North,7.81
MONTOYA,2013,Laurencekirk,Aberdeenshire,North,7.82
CROONER,2013,Laurencekirk,Aberdeenshire,North,8.05
RHYNCOSTAR,2013,Laurencekirk,Aberdeenshire,North,8.15
KELIM,2013,Laurencekirk,Aberdeenshire,North,7.64
