Variety,Year,Site,County,Region,Yield
SPIRE,2006,Horncastle,Lincolnshire,East,NA
KIRSTY,2006,Horncastle,Lincolnshire,East,NA
TROON,2006,Horncastle,Lincolnshire,East,NA
CARAFE,2006,Horncastle,Lincolnshire,East,NA
DOYEN,2006,Horncastle,Lincolnshire,East,7
REBECCA,2006,Horncastle,Lincolnshire,East,NA
POWER,2006,Horncastle,Lincolnshire,East,7.55
HENLEY,2006,Horncastle,Lincolnshire,East,NA
WESTMINSTER,2006,Horncastle,Lincolnshire,East,6.96
OXBRIDGE,2006,Horncastle,Lincolnshire,East,NA
TOCADA,2006,Horncastle,Lincolnshire,East,7.78
WAGGON,2006,Horncastle,Lincolnshire,East,7.38
WICKET,2006,Horncastle,Lincolnshire,East,7.37
APPALOOSA,2006,Horncastle,Lincolnshire,East,NA
POKER,2006,Horncastle,Lincolnshire,East,NA
TARTAN,2006,Horncastle,Lincolnshire,East,7.32
PUBLICAN,2006,Horncastle,Lincolnshire,East,7.06
QUENCH,2006,Horncastle,Lincolnshire,East,7.25
TAPHOUSE,2006,Horncastle,Lincolnshire,East,7.51
PRAGUE,2006,Horncastle,Lincolnshire,East,7.22
OPTIC,2006,Coupar Angus,Perth and Kinross,North,5.39
RIVIERA,2006,Coupar Angus,Perth and Kinross,North,5.31
STATIC,2006,Coupar Angus,Perth and Kinross,North,5.04
COCKTAIL,2006,Coupar Angus,Perth and Kinross,North,5.53
NFC_TIPPLE,2006,Coupar Angus,Perth and Kinross,North,5.79
CHALICE,2006,Coupar Angus,Perth and Kinross,North,4.89
DECANTER,2006,Coupar Angus,Perth and Kinross,North,5.22
CELLAR,2006,Coupar Angus,Perth and Kinross,North,NA
PEWTER,2006,Coupar Angus,Perth and Kinross,North,NA
SPIRE,2006,Coupar Angus,Perth and Kinross,North,NA
KIRSTY,2006,Coupar Angus,Perth and Kinross,North,NA
TROON,2006,Coupar Angus,Perth and Kinross,North,5.24
CARAFE,2006,Coupar Angus,Perth and Kinross,North,NA
DOYEN,2006,Coupar Angus,Perth and Kinross,North,5.49
REBECCA,2006,Coupar Angus,Perth and Kinross,North,6.18
POWER,2006,Coupar Angus,Perth and Kinross,North,5.8
HENLEY,2006,Coupar Angus,Perth and Kinross,North,NA
WESTMINSTER,2006,Coupar Angus,Perth and Kinross,North,5.63
OXBRIDGE,2006,Coupar Angus,Perth and Kinross,North,5.82
TOCADA,2006,Coupar Angus,Perth and Kinross,North,6.55
WAGGON,2006,Coupar Angus,Perth and Kinross,North,5.8
WICKET,2006,Coupar Angus,Perth and Kinross,North,5.78
APPALOOSA,2006,Coupar Angus,Perth and Kinross,North,5.79
POKER,2006,Coupar Angus,Perth and Kinross,North,NA
TARTAN,2006,Coupar Angus,Perth and Kinross,North,5.54
PUBLICAN,2006,Coupar Angus,Perth and Kinross,North,6.2
QUENCH,2006,Coupar Angus,Perth and Kinross,North,6.42
TAPHOUSE,2006,Coupar Angus,Perth and Kinross,North,6.06
PRAGUE,2006,Coupar Angus,Perth and Kinross,North,5.8
OPTIC,2006,Ayr,South Ayrshire,West,6.22
RIVIERA,2006,Ayr,South Ayrshire,West,6.95
STATIC,2006,Ayr,South Ayrshire,West,6.95
COCKTAIL,2006,Ayr,South Ayrshire,West,6.53
NFC_TIPPLE,2006,Ayr,South Ayrshire,West,6.33
CHALICE,2006,Ayr,South Ayrshire,West,6.51
DECANTER,2006,Ayr,South Ayrshire,West,6.55
CELLAR,2006,Ayr,South Ayrshire,West,NA
PEWTER,2006,Ayr,South Ayrshire,West,NA
SPIRE,2006,Ayr,South Ayrshire,West,NA
KIRSTY,2006,Ayr,South Ayrshire,West,NA
TROON,2006,Ayr,South Ayrshire,West,6.26
CARAFE,2006,Ayr,South Ayrshire,West,NA
DOYEN,2006,Ayr,South Ayrshire,West,6.63
REBECCA,2006,Ayr,South Ayrshire,West,7.19
POWER,2006,Ayr,South Ayrshire,West,6.68
HENLEY,2006,Ayr,South Ayrshire,West,NA
WESTMINSTER,2006,Ayr,South Ayrshire,West,6.75
OXBRIDGE,2006,Ayr,South Ayrshire,West,6.31
TOCADA,2006,Ayr,South Ayrshire,West,6.71
WAGGON,2006,Ayr,South Ayrshire,West,6.79
WICKET,2006,Ayr,South Ayrshire,West,6.84
APPALOOSA,2006,Ayr,South Ayrshire,West,6.82
POKER,2006,Ayr,South Ayrshire,West,6.83
TARTAN,2006,Ayr,South Ayrshire,West,6.02
PUBLICAN,2006,Ayr,South Ayrshire,West,7
QUENCH,2006,Ayr,South Ayrshire,West,6.68
TAPHOUSE,2006,Ayr,South Ayrshire,West,6.69
PRAGUE,2006,Ayr,South Ayrshire,West,6.81
OPTIC,2007,Kingsbridge,Devon,West,7.63
RIVIERA,2007,Kingsbridge,Devon,West,7.52
CELLAR,2007,Kingsbridge,Devon,West,7.89
COCKTAIL,2007,Kingsbridge,Devon,West,9.01
DOYEN,2007,Kingsbridge,Devon,West,7.92
WESTMINSTER,2007,Kingsbridge,Devon,West,8.23
OXBRIDGE,2007,Kingsbridge,Devon,West,8.39
WAGGON,2007,Kingsbridge,Devon,West,8.43
NFC_TIPPLE,2007,Kingsbridge,Devon,West,8.6
WICKET,2007,Kingsbridge,Devon,West,8.61
APPALOOSA,2007,Kingsbridge,Devon,West,8.06
PUBLICAN,2007,Kingsbridge,Devon,West,8.44
QUENCH,2007,Kingsbridge,Devon,West,8.42
SCOUT,2007,Kingsbridge,Devon,West,8.7
BELGRAVIA,2007,Kingsbridge,Devon,West,8.65
KNIGHTSBRIDGE,2007,Kingsbridge,Devon,West,8.03
SWEENEY,2007,Kingsbridge,Devon,West,8.19
SNAKEBITE,2007,Kingsbridge,Devon,West,8.79
MALTBY,2007,Kingsbridge,Devon,West,8.92
JOLIKA,2007,Kingsbridge,Devon,West,8.31
OPTIC,2007,Laurencekirk,Aberdeenshire,North,5.97
RIVIERA,2007,Laurencekirk,Aberdeenshire,North,6.23
DECANTER,2007,Laurencekirk,Aberdeenshire,North,5.61
CELLAR,2007,Laurencekirk,Aberdeenshire,North,5.89
COCKTAIL,2007,Laurencekirk,Aberdeenshire,North,6.49
DOYEN,2007,Laurencekirk,Aberdeenshire,North,6.02
REBECCA,2007,Laurencekirk,Aberdeenshire,North,6.42
WESTMINSTER,2007,Laurencekirk,Aberdeenshire,North,6.05
OXBRIDGE,2007,Laurencekirk,Aberdeenshire,North,5.8
WAGGON,2007,Laurencekirk,Aberdeenshire,North,6.5
NFC_TIPPLE,2007,Laurencekirk,Aberdeenshire,North,6.12
WICKET,2007,Laurencekirk,Aberdeenshire,North,6.14
APPALOOSA,2007,Laurencekirk,Aberdeenshire,North,6
PUBLICAN,2007,Laurencekirk,Aberdeenshire,North,6.37
QUENCH,2007,Laurencekirk,Aberdeenshire,North,6.3
SCOUT,2007,Laurencekirk,Aberdeenshire,North,6.78
BELGRAVIA,2007,Laurencekirk,Aberdeenshire,North,6.2
KNIGHTSBRIDGE,2007,Laurencekirk,Aberdeenshire,North,5.85
SWEENEY,2007,Laurencekirk,Aberdeenshire,North,6.19
SNAKEBITE,2007,Laurencekirk,Aberdeenshire,North,5.94
MALTBY,2007,Laurencekirk,Aberdeenshire,North,5.68
JOLIKA,2007,Laurencekirk,Aberdeenshire,North,6.03
OPTIC,2007,Sancton,East Yorkshire,East,5.33
RIVIERA,2007,Sancton,East Yorkshire,East,6.12
CELLAR,2007,Sancton,East Yorkshire,East,6.15
COCKTAIL,2007,Sancton,East Yorkshire,East,5.88
DOYEN,2007,Sancton,East Yorkshire,East,6.37
WESTMINSTER,2007,Sancton,East Yorkshire,East,6.3
OXBRIDGE,2007,Sancton,East Yorkshire,East,5.28
WAGGON,2007,Sancton,East Yorkshire,East,6.61
NFC_TIPPLE,2007,Sancton,East Yorkshire,East,6.36
WICKET,2007,Sancton,East Yorkshire,East,5.96
APPALOOSA,2007,Sancton,East Yorkshire,East,5.93
PUBLICAN,2007,Sancton,East Yorkshire,East,5.94
QUENCH,2007,Sancton,East Yorkshire,East,5.98
SCOUT,2007,Sancton,East Yorkshire,East,6.19
BELGRAVIA,2007,Sancton,East Yorkshire,East,6.32
KNIGHTSBRIDGE,2007,Sancton,East Yorkshire,East,5.93
SWEENEY,2007,Sancton,East Yorkshire,East,5.93
SNAKEBITE,2007,Sancton,East Yorkshire,East,6.31
MALTBY,2007,Sancton,East Yorkshire,East,6.22
JOLIKA,2007,Sancton,East Yorkshire,East,5.94
OPTIC,2007,Crossnacreevy,Down,West,7.33
RIVIERA,2007,Crossnacreevy,Down,West,7.56
STATIC,2007,Crossnacreevy,Down,West,6.95
KIRSTY,2007,Crossnacreevy,Down,West,7.81
COCKTAIL,2007,Crossnacreevy,Down,West,8.08
DOYEN,2007,Crossnacreevy,Down,West,7.99
REBECCA,2007,Crossnacreevy,Down,West,7.5
WESTMINSTER,2007,Crossnacreevy,Down,West,8.01
OXBRIDGE,2007,Crossnacreevy,Down,West,7.24
WAGGON,2007,Crossnacreevy,Down,West,8.42
NFC_TIPPLE,2007,Crossnacreevy,Down,West,7.97
WICKET,2007,Crossnacreevy,Down,West,7.6
APPALOOSA,2007,Crossnacreevy,Down,West,7.13
PUBLICAN,2007,Crossnacreevy,Down,West,8.1
QUENCH,2007,Crossnacreevy,Down,West,7.36
SCOUT,2007,Crossnacreevy,Down,West,7.44
BELGRAVIA,2007,Crossnacreevy,Down,West,8.27
KNIGHTSBRIDGE,2007,Crossnacreevy,Down,West,7.51
SNAKEBITE,2007,Crossnacreevy,Down,West,8.13
MALTBY,2007,Crossnacreevy,Down,West,8.1
JOLIKA,2007,Crossnacreevy,Down,West,7.98
OPTIC,2007,Strabane,Tyrone,West,6.28
RIVIERA,2007,Strabane,Tyrone,West,6.69
CELLAR,2007,Strabane,Tyrone,West,6.39
KIRSTY,2007,Strabane,Tyrone,West,5.87
COCKTAIL,2007,Strabane,Tyrone,West,6.67
DOYEN,2007,Strabane,Tyrone,West,6.29
REBECCA,2007,Strabane,Tyrone,West,6.17
WESTMINSTER,2007,Strabane,Tyrone,West,6.49
OXBRIDGE,2007,Strabane,Tyrone,West,6.01
WAGGON,2007,Strabane,Tyrone,West,7.26
NFC_TIPPLE,2007,Strabane,Tyrone,West,6.79
WICKET,2007,Strabane,Tyrone,West,6.88
APPALOOSA,2007,Strabane,Tyrone,West,6.14
PUBLICAN,2007,Strabane,Tyrone,West,6.64
QUENCH,2007,Strabane,Tyrone,West,6.57
SCOUT,2007,Strabane,Tyrone,West,6.42
BELGRAVIA,2007,Strabane,Tyrone,West,6.61
KNIGHTSBRIDGE,2007,Strabane,Tyrone,West,6.2
SWEENEY,2007,Strabane,Tyrone,West,7.03
SNAKEBITE,2007,Strabane,Tyrone,West,6.68
MALTBY,2007,Strabane,Tyrone,West,7.23
JOLIKA,2007,Strabane,Tyrone,West,6.81
OPTIC,2007,Stockbridge,Hampshire,West,7.07
RIVIERA,2007,Stockbridge,Hampshire,West,7.45
CELLAR,2007,Stockbridge,Hampshire,West,6.99
COCKTAIL,2007,Stockbridge,Hampshire,West,8.18
DOYEN,2007,Stockbridge,Hampshire,West,7.67
WESTMINSTER,2007,Stockbridge,Hampshire,West,7.81
OXBRIDGE,2007,Stockbridge,Hampshire,West,7.6
WAGGON,2007,Stockbridge,Hampshire,West,7.61
NFC_TIPPLE,2007,Stockbridge,Hampshire,West,7.84
WICKET,2007,Stockbridge,Hampshire,West,7.73
APPALOOSA,2007,Stockbridge,Hampshire,West,7.62
PUBLICAN,2007,Stockbridge,Hampshire,West,7.9
QUENCH,2007,Stockbridge,Hampshire,West,8.4
SCOUT,2007,Stockbridge,Hampshire,West,8.14
BELGRAVIA,2007,Stockbridge,Hampshire,West,8.17
KNIGHTSBRIDGE,2007,Stockbridge,Hampshire,West,7.37
SWEENEY,2007,Stockbridge,Hampshire,West,7.76
SNAKEBITE,2007,Stockbridge,Hampshire,West,7.91
MALTBY,2007,Stockbridge,Hampshire,West,7.69
JOLIKA,2007,Stockbridge,Hampshire,West,7.76
OPTIC,2007,Ballywalter,Down,West,6.79
RIVIERA,2007,Ballywalter,Down,West,6.29
STATIC,2007,Ballywalter,Down,West,7
COCKTAIL,2007,Ballywalter,Down,West,7.35
DOYEN,2007,Ballywalter,Down,West,7.47
REBECCA,2007,Ballywalter,Down,West,6.51
WESTMINSTER,2007,Ballywalter,Down,West,7.25
OXBRIDGE,2007,Ballywalter,Down,West,6.47
WAGGON,2007,Ballywalter,Down,West,7.59
NFC_TIPPLE,2007,Ballywalter,Down,West,7.38
WICKET,2007,Ballywalter,Down,West,7.89
APPALOOSA,2007,Ballywalter,Down,West,6.93
PUBLICAN,2007,Ballywalter,Down,West,7.23
QUENCH,2007,Ballywalter,Down,West,7.3
SCOUT,2007,Ballywalter,Down,West,6.73
BELGRAVIA,2007,Ballywalter,Down,West,7.15
KNIGHTSBRIDGE,2007,Ballywalter,Down,West,6.34
SWEENEY,2007,Ballywalter,Down,West,7.53
SNAKEBITE,2007,Ballywalter,Down,West,7.35
MALTBY,2007,Ballywalter,Down,West,7.59
JOLIKA,2007,Ballywalter,Down,West,7.22
OPTIC,2007,Coleraine,Londonderry,West,6.14
RIVIERA,2007,Coleraine,Londonderry,West,6.6
STATIC,2007,Coleraine,Londonderry,West,5.65
KIRSTY,2007,Coleraine,Londonderry,West,6.58
COCKTAIL,2007,Coleraine,Londonderry,West,6.83
DOYEN,2007,Coleraine,Londonderry,West,6.95
REBECCA,2007,Coleraine,Londonderry,West,6.16
WESTMINSTER,2007,Coleraine,Londonderry,West,6.7
WAGGON,2007,Coleraine,Londonderry,West,7.32
NFC_TIPPLE,2007,Coleraine,Londonderry,West,6.53
WICKET,2007,Coleraine,Londonderry,West,6.33
APPALOOSA,2007,Coleraine,Londonderry,West,5.71
PUBLICAN,2007,Coleraine,Londonderry,West,7.27
QUENCH,2007,Coleraine,Londonderry,West,6.91
SCOUT,2007,Coleraine,Londonderry,West,6.29
BELGRAVIA,2007,Coleraine,Londonderry,West,6.31
KNIGHTSBRIDGE,2007,Coleraine,Londonderry,West,6.37
SWEENEY,2007,Coleraine,Londonderry,West,6.77
SNAKEBITE,2007,Coleraine,Londonderry,West,6.86
MALTBY,2007,Coleraine,Londonderry,West,6.81
JOLIKA,2007,Coleraine,Londonderry,West,6.56
OPTIC,2007,Cirencester,Gloucestershire,West,6.53
RIVIERA,2007,Cirencester,Gloucestershire,West,7.31
CELLAR,2007,Cirencester,Gloucestershire,West,7.06
COCKTAIL,2007,Cirencester,Gloucestershire,West,7.16
DOYEN,2007,Cirencester,Gloucestershire,West,7.08
WESTMINSTER,2007,Cirencester,Gloucestershire,West,7.54
OXBRIDGE,2007,Cirencester,Gloucestershire,West,6.94
WAGGON,2007,Cirencester,Gloucestershire,West,7.56
NFC_TIPPLE,2007,Cirencester,Gloucestershire,West,7.8
WICKET,2007,Cirencester,Gloucestershire,West,7.37
APPALOOSA,2007,Cirencester,Gloucestershire,West,6.83
PUBLICAN,2007,Cirencester,Gloucestershire,West,7.42
QUENCH,2007,Cirencester,Gloucestershire,West,8.81
SCOUT,2007,Cirencester,Gloucestershire,West,7.58
BELGRAVIA,2007,Cirencester,Gloucestershire,West,6.67
KNIGHTSBRIDGE,2007,Cirencester,Gloucestershire,West,7.71
SWEENEY,2007,Cirencester,Gloucestershire,West,7.11
SNAKEBITE,2007,Cirencester,Gloucestershire,West,7.89
MALTBY,2007,Cirencester,Gloucestershire,West,7.18
JOLIKA,2007,Cirencester,Gloucestershire,West,7.39
OPTIC,2007,Bowsden,Northumberland,North,6.34
RIVIERA,2007,Bowsden,Northumberland,North,7.04
DECANTER,2007,Bowsden,Northumberland,North,6.55
CELLAR,2007,Bowsden,Northumberland,North,7.24
COCKTAIL,2007,Bowsden,Northumberland,North,6.96
DOYEN,2007,Bowsden,Northumberland,North,6.72
REBECCA,2007,Bowsden,Northumberland,North,6.55
WESTMINSTER,2007,Bowsden,Northumberland,North,7.07
OXBRIDGE,2007,Bowsden,Northumberland,North,6.55
WAGGON,2007,Bowsden,Northumberland,North,7.66
NFC_TIPPLE,2007,Bowsden,Northumberland,North,7.31
WICKET,2007,Bowsden,Northumberland,North,6.81
APPALOOSA,2007,Bowsden,Northumberland,North,6.52
PUBLICAN,2007,Bowsden,Northumberland,North,7.79
QUENCH,2007,Bowsden,Northumberland,North,7.28
SCOUT,2007,Bowsden,Northumberland,North,6.97
BELGRAVIA,2007,Bowsden,Northumberland,North,7.51
KNIGHTSBRIDGE,2007,Bowsden,Northumberland,North,7.33
SWEENEY,2007,Bowsden,Northumberland,North,7.27
SNAKEBITE,2007,Bowsden,Northumberland,North,7.55
MALTBY,2007,Bowsden,Northumberland,North,7.11
JOLIKA,2007,Bowsden,Northumberland,North,7.4
OPTIC,2007,Kings Lynn,Norfolk,East,4.83
RIVIERA,2007,Kings Lynn,Norfolk,East,6.01
CELLAR,2007,Kings Lynn,Norfolk,East,5.2
COCKTAIL,2007,Kings Lynn,Norfolk,East,5.31
DOYEN,2007,Kings Lynn,Norfolk,East,5.74
WESTMINSTER,2007,Kings Lynn,Norfolk,East,6.04
OXBRIDGE,2007,Kings Lynn,Norfolk,East,5.22
WAGGON,2007,Kings Lynn,Norfolk,East,6.37
NFC_TIPPLE,2007,Kings Lynn,Norfolk,East,5.85
WICKET,2007,Kings Lynn,Norfolk,East,5.69
PUBLICAN,2007,Kings Lynn,Norfolk,East,6.02
QUENCH,2007,Kings Lynn,Norfolk,East,5.47
SCOUT,2007,Kings Lynn,Norfolk,East,5.76
BELGRAVIA,2007,Kings Lynn,Norfolk,East,5.84
KNIGHTSBRIDGE,2007,Kings Lynn,Norfolk,East,5.64
SWEENEY,2007,Kings Lynn,Norfolk,East,6.4
SNAKEBITE,2007,Kings Lynn,Norfolk,East,6.19
MALTBY,2007,Kings Lynn,Norfolk,East,5.67
JOLIKA,2007,Kings Lynn,Norfolk,East,5.23
OPTIC,2007,Lanark,South Lanarkshire,West,6.92
RIVIERA,2007,Lanark,South Lanarkshire,West,7.28
DECANTER,2007,Lanark,South Lanarkshire,West,7.03
COCKTAIL,2007,Lanark,South Lanarkshire,West,7.04
DOYEN,2007,Lanark,South Lanarkshire,West,7.91
REBECCA,2007,Lanark,South Lanarkshire,West,7.37
WESTMINSTER,2007,Lanark,South Lanarkshire,West,7.42
OXBRIDGE,2007,Lanark,South Lanarkshire,West,6.8
WAGGON,2007,Lanark,South Lanarkshire,West,7.7
NFC_TIPPLE,2007,Lanark,South Lanarkshire,West,7.17
WICKET,2007,Lanark,South Lanarkshire,West,7.14
APPALOOSA,2007,Lanark,South Lanarkshire,West,6.67
PUBLICAN,2007,Lanark,South Lanarkshire,West,7.44
QUENCH,2007,Lanark,South Lanarkshire,West,7.19
SCOUT,2007,Lanark,South Lanarkshire,West,7.39
BELGRAVIA,2007,Lanark,South Lanarkshire,West,7.35
KNIGHTSBRIDGE,2007,Lanark,South Lanarkshire,West,7.38
SWEENEY,2007,Lanark,South Lanarkshire,West,6.84
SNAKEBITE,2007,Lanark,South Lanarkshire,West,7.37
MALTBY,2007,Lanark,South Lanarkshire,West,7
JOLIKA,2007,Lanark,South Lanarkshire,West,6.89
OPTIC,2007,Ayr,South Ayrshire,West,7.79
RIVIERA,2007,Ayr,South Ayrshire,West,7.31
DECANTER,2007,Ayr,South Ayrshire,West,7.27
COCKTAIL,2007,Ayr,South Ayrshire,West,8.1
DOYEN,2007,Ayr,South Ayrshire,West,7.99
REBECCA,2007,Ayr,South Ayrshire,West,7.28
WESTMINSTER,2007,Ayr,South Ayrshire,West,7.65
OXBRIDGE,2007,Ayr,South Ayrshire,West,7.21
WAGGON,2007,Ayr,South Ayrshire,West,8.36
NFC_TIPPLE,2007,Ayr,South Ayrshire,West,7.89
WICKET,2007,Ayr,South Ayrshire,West,7.93
APPALOOSA,2007,Ayr,South Ayrshire,West,7.14
PUBLICAN,2007,Ayr,South Ayrshire,West,8.01
QUENCH,2007,Ayr,South Ayrshire,West,8.12
SCOUT,2007,Ayr,South Ayrshire,West,7.61
BELGRAVIA,2007,Ayr,South Ayrshire,West,7.6
KNIGHTSBRIDGE,2007,Ayr,South Ayrshire,West,6.92
SWEENEY,2007,Ayr,South Ayrshire,West,8.43
SNAKEBITE,2007,Ayr,South Ayrshire,West,7.83
MALTBY,2007,Ayr,South Ayrshire,West,8.09
JOLIKA,2007,Ayr,South Ayrshire,West,7.65
OPTIC,2007,Coupar Angus,Perth and Kinross,North,7.4
RIVIERA,2007,Coupar Angus,Perth and Kinross,North,7.4
DECANTER,2007,Coupar Angus,Perth and Kinross,North,7.08
COCKTAIL,2007,Coupar Angus,Perth and Kinross,North,7.85
DOYEN,2007,Coupar Angus,Perth and Kinross,North,8.08
REBECCA,2007,Coupar Angus,Perth and Kinross,North,8.1
WESTMINSTER,2007,Coupar Angus,Perth and Kinross,North,7.89
OXBRIDGE,2007,Coupar Angus,Perth and Kinross,North,6.74
WAGGON,2007,Coupar Angus,Perth and Kinross,North,8.56
NFC_TIPPLE,2007,Coupar Angus,Perth and Kinross,North,8.25
WICKET,2007,Coupar Angus,Perth and Kinross,North,7.77
APPALOOSA,2007,Coupar Angus,Perth and Kinross,North,7.35
PUBLICAN,2007,Coupar Angus,Perth and Kinross,North,7.9
QUENCH,2007,Coupar Angus,Perth and Kinross,North,8
SCOUT,2007,Coupar Angus,Perth and Kinross,North,8.32
BELGRAVIA,2007,Coupar Angus,Perth and Kinross,North,8.1
KNIGHTSBRIDGE,2007,Coupar Angus,Perth and Kinross,North,7.37
SWEENEY,2007,Coupar Angus,Perth and Kinross,North,8.16
SNAKEBITE,2007,Coupar Angus,Perth and Kinross,North,7.81
MALTBY,2007,Coupar Angus,Perth and Kinross,North,8.07
JOLIKA,2007,Coupar Angus,Perth and Kinross,North,7.92
OPTIC,2007,Horncastle,Lincolnshire,East,6.28
RIVIERA,2007,Horncastle,Lincolnshire,East,6.39
CELLAR,2007,Horncastle,Lincolnshire,East,7.24
COCKTAIL,2007,Horncastle,Lincolnshire,East,6.86
DOYEN,2007,Horncastle,Lincolnshire,East,7.23
WESTMINSTER,2007,Horncastle,Lincolnshire,East,7.65
OXBRIDGE,2007,Horncastle,Lincolnshire,East,6.54
WAGGON,2007,Horncastle,Lincolnshire,East,7.29
NFC_TIPPLE,2007,Horncastle,Lincolnshire,East,7.13
WICKET,2007,Horncastle,Lincolnshire,East,6.95
PUBLICAN,2007,Horncastle,Lincolnshire,East,7.34
QUENCH,2007,Horncastle,Lincolnshire,East,7.59
SCOUT,2007,Horncastle,Lincolnshire,East,7.56
BELGRAVIA,2007,Horncastle,Lincolnshire,East,7.64
KNIGHTSBRIDGE,2007,Horncastle,Lincolnshire,East,6.77
SWEENEY,2007,Horncastle,Lincolnshire,East,7.27
SNAKEBITE,2007,Horncastle,Lincolnshire,East,7.13
MALTBY,2007,Horncastle,Lincolnshire,East,6.95
JOLIKA,2007,Horncastle,Lincolnshire,East,7.18
OPTIC,2007,St Boswells,Scottish Borders,North,5.95
RIVIERA,2007,St Boswells,Scottish Borders,North,6.02
DECANTER,2007,St Boswells,Scottish Borders,North,5.87
COCKTAIL,2007,St Boswells,Scottish Borders,North,6.66
DOYEN,2007,St Boswells,Scottish Borders,North,6.06
REBECCA,2007,St Boswells,Scottish Borders,North,6.26
WESTMINSTER,2007,St Boswells,Scottish Borders,North,6.69
OXBRIDGE,2007,St Boswells,Scottish Borders,North,5.74
WAGGON,2007,St Boswells,Scottish Borders,North,5.85
NFC_TIPPLE,2007,St Boswells,Scottish Borders,North,6.88
WICKET,2007,St Boswells,Scottish Borders,North,6.38
APPALOOSA,2007,St Boswells,Scottish Borders,North,5.84
PUBLICAN,2007,St Boswells,Scottish Borders,North,6.52
QUENCH,2007,St Boswells,Scottish Borders,North,7.13
SCOUT,2007,St Boswells,Scottish Borders,North,7.38
BELGRAVIA,2007,St Boswells,Scottish Borders,North,5.9
KNIGHTSBRIDGE,2007,St Boswells,Scottish Borders,North,6.01
SWEENEY,2007,St Boswells,Scottish Borders,North,6.42
SNAKEBITE,2007,St Boswells,Scottish Borders,North,6.43
MALTBY,2007,St Boswells,Scottish Borders,North,6.33
JOLIKA,2007,St Boswells,Scottish Borders,North,6.84
OPTIC,2007,Coaltown of Balgonie,Fife,North,7.48
RIVIERA,2007,Coaltown of Balgonie,Fife,North,7.3
DECANTER,2007,Coaltown of Balgonie,Fife,North,6.83
COCKTAIL,2007,Coaltown of Balgonie,Fife,North,7.61
DOYEN,2007,Coaltown of Balgonie,Fife,North,7.7
REBECCA,2007,Coaltown of Balgonie,Fife,North,8.02
WESTMINSTER,2007,Coaltown of Balgonie,Fife,North,7.37
OXBRIDGE,2007,Coaltown of Balgonie,Fife,North,7.2
WAGGON,2007,Coaltown of Balgonie,Fife,North,8.35
NFC_TIPPLE,2007,Coaltown of Balgonie,Fife,North,7.93
WICKET,2007,Coaltown of Balgonie,Fife,North,8.09
APPALOOSA,2007,Coaltown of Balgonie,Fife,North,8.19
PUBLICAN,2007,Coaltown of Balgonie,Fife,North,8
QUENCH,2007,Coaltown of Balgonie,Fife,North,8.37
SCOUT,2007,Coaltown of Balgonie,Fife,North,7.87
BELGRAVIA,2007,Coaltown of Balgonie,Fife,North,7.5
KNIGHTSBRIDGE,2007,Coaltown of Balgonie,Fife,North,7.03
SWEENEY,2007,Coaltown of Balgonie,Fife,North,8.02
SNAKEBITE,2007,Coaltown of Balgonie,Fife,North,7.86
MALTBY,2007,Coaltown of Balgonie,Fife,North,7.96
JOLIKA,2007,Coaltown of Balgonie,Fife,North,8.07
OPTIC,2007,Tain,Highland,North,7.74
RIVIERA,2007,Tain,Highland,North,7.29
DECANTER,2007,Tain,Highland,North,6.67
COCKTAIL,2007,Tain,Highland,North,7.85
DOYEN,2007,Tain,Highland,North,7.65
REBECCA,2007,Tain,Highland,North,8.42
WESTMINSTER,2007,Tain,Highland,North,8
OXBRIDGE,2007,Tain,Highland,North,6.94
WAGGON,2007,Tain,Highland,North,8.36
NFC_TIPPLE,2007,Tain,Highland,North,7.38
WICKET,2007,Tain,Highland,North,7.47
APPALOOSA,2007,Tain,Highland,North,7.56
PUBLICAN,2007,Tain,Highland,North,7.78
QUENCH,2007,Tain,Highland,North,7.65
SCOUT,2007,Tain,Highland,North,8.41
BELGRAVIA,2007,Tain,Highland,North,7.84
KNIGHTSBRIDGE,2007,Tain,Highland,North,7.04
SWEENEY,2007,Tain,Highland,North,7.8
SNAKEBITE,2007,Tain,Highland,North,7.33
MALTBY,2007,Tain,Highland,North,7.12
JOLIKA,2007,Tain,Highland,North,7.15
OPTIC,2007,Inverurie,Aberdeenshire,North,5.77
RIVIERA,2007,Inverurie,Aberdeenshire,North,5.81
DECANTER,2007,Inverurie,Aberdeenshire,North,5.97
COCKTAIL,2007,Inverurie,Aberdeenshire,North,5.4
DOYEN,2007,Inverurie,Aberdeenshire,North,6.3
REBECCA,2007,Inverurie,Aberdeenshire,North,5.08
WESTMINSTER,2007,Inverurie,Aberdeenshire,North,6.04
OXBRIDGE,2007,Inverurie,Aberdeenshire,North,5.53
WAGGON,2007,Inverurie,Aberdeenshire,North,6.45
NFC_TIPPLE,2007,Inverurie,Aberdeenshire,North,6.07
WICKET,2007,Inverurie,Aberdeenshire,North,5.54
APPALOOSA,2007,Inverurie,Aberdeenshire,North,6.31
PUBLICAN,2007,Inverurie,Aberdeenshire,North,5.41
QUENCH,2007,Inverurie,Aberdeenshire,North,5.49
SCOUT,2007,Inverurie,Aberdeenshire,North,6.09
BELGRAVIA,2007,Inverurie,Aberdeenshire,North,5.58
KNIGHTSBRIDGE,2007,Inverurie,Aberdeenshire,North,5.23
SWEENEY,2007,Inverurie,Aberdeenshire,North,6.63
